dr7id,m,logL_FUV,logL_FUV_err,logL_22,logL_22_err,logMstar,logMstar_err
587735665859035309,2,9.56,0.07,8.84,0.06,10.19,0.1
587735666377883884,5+,9.45,0.08,9.1,0.06,10.63,0.1
587735666380243001,5+,9.47,0.02,9.15,0.06,10.94,0.09
587735666381291698,4,9.33,0.12,8.78,0.07,11.19,0.04
587735666381750362,2,9.08,0.09,9.78,0.05,10.06,0.1
587735666916851885,3,9.28,0.02,8.58,0.09,10.27,0.09
587735666921635862,5+,9.78,0.04,8.83,0.06,10.19,0.1
587735667449266232,2,9.3,0.04,9.06,0.05,10.74,0.09
587735667454640177,2,8.85,0.2,8.51,0.11,10.58,0.09
587733608016511091,5+,9.5,0.04,8.75,0.07,11.22,0.06
587735695370748052,2,9.65,0.07,9.48,0.05,10.22,0.1
587735695378808930,3,9.31,0.07,9.0,0.06,10.25,0.09
587735696449011832,3,9.71,0.06,9.22,0.05,11.21,0.07
587735696451960908,2,9.59,0.07,9.21,0.05,10.19,0.09
587735696985292918,2,9.38,0.04,8.99,0.06,10.06,0.09
587735696987390146,2,9.3,0.02,9.31,0.05,10.42,0.08
587735696988373111,3,9.36,0.02,9.11,0.05,10.57,0.09
587735696990404729,2,9.15,0.03,9.62,0.05,10.38,0.08
587735697523343551,4,9.32,0.02,9.0,0.06,10.19,0.1
587735697524850774,2,9.07,0.03,8.84,0.06,10.76,0.08
587735697524850793,3,9.41,0.02,9.07,0.06,10.48,0.09
587735697525637310,2,9.47,0.06,8.99,0.06,10.59,0.09
588297863121010822,4,9.42,0.06,8.61,0.11,10.18,0.1
588298661966905377,4,9.53,0.03,9.24,0.05,10.27,0.09
588298661967626402,2,9.69,0.06,9.43,0.06,10.14,0.09
588298661969657981,3,9.1,0.13,9.22,0.06,10.5,0.08
587735742073536624,4,9.55,0.07,9.07,0.06,10.68,0.09
588298662500827310,2,9.51,0.04,8.98,0.06,10.16,0.1
588298662503907340,5+,9.24,0.02,8.67,0.07,10.88,0.07
588298662504366109,3,9.64,0.04,9.24,0.06,10.73,0.11
588298663036649508,5+,9.49,0.02,9.14,0.05,10.53,0.09
588298663040843827,3,9.8,0.02,9.34,0.06,10.25,0.09
588298663041826954,3,9.11,0.09,9.35,0.05,10.54,0.08
587735743684018356,3,9.47,0.04,9.36,0.05,10.33,0.09
588298664647393452,2,9.18,0.12,8.74,0.09,10.59,0.09
588298664648376493,5+,9.34,0.1,8.78,0.09,10.25,0.1
588298664648573010,2,9.57,0.02,9.19,0.05,10.41,0.09
588298664649162912,5+,9.69,0.02,9.4,0.05,10.62,0.1
588298664649228457,4,9.32,0.02,8.62,0.07,10.19,0.1
588298664650080330,2,9.33,0.04,9.04,0.05,10.31,0.1
588298664651849897,2,9.36,0.03,9.36,0.05,10.58,0.08
587735742079041807,2,9.34,0.11,8.97,0.07,10.08,0.09
587736920512463153,4,9.61,0.05,9.11,0.06,10.43,0.1
587735743150489807,3,9.41,0.07,8.98,0.07,10.03,0.1
587735743150555176,3,9.26,0.11,8.76,0.1,10.04,0.11
587735743156978064,2,9.38,0.07,9.23,0.06,10.14,0.09
587735743160254785,4,9.49,0.07,9.15,0.05,10.63,0.09
587735743685066807,4,9.46,0.03,9.21,0.05,10.34,0.09
587735743690899496,2,9.46,0.13,9.13,0.06,10.78,0.09
587735743691030804,4,9.49,0.13,8.69,0.1,10.44,0.12
587735743691358441,2,9.66,0.02,9.04,0.07,10.45,0.11
587735743692537912,3,9.51,0.06,9.28,0.05,10.41,0.09
587735743694831971,2,9.33,0.05,8.44,0.09,10.3,0.1
587735744222396681,5+,9.41,0.06,8.78,0.06,10.6,0.11
587735744222527528,2,9.26,0.07,9.89,0.05,10.85,0.09
587736782002454863,2,9.43,0.06,8.93,0.06,10.24,0.09
587736782002586073,5+,9.46,0.1,8.59,0.09,10.34,0.18
587736751930474641,3,9.4,0.05,8.68,0.06,10.2,0.11
587736782539588091,3,9.43,0.13,8.81,0.06,10.84,0.08
587736782539915626,5+,9.43,0.1,8.98,0.05,10.94,0.09
587736753012671056,5+,9.45,0.08,9.12,0.05,10.28,0.09
587734947522740233,5+,9.59,0.02,9.69,0.05,10.5,0.09
588017564948430886,3,9.95,0.02,9.82,0.05,10.55,0.09
587734894363869299,2,9.54,0.04,9.5,0.05,10.55,0.08
587734948059807896,2,9.08,0.02,9.34,0.05,10.39,0.09
588017565485760605,2,9.5,0.04,9.02,0.07,10.55,0.1
588017566024597697,5+,9.77,0.05,8.78,0.07,10.49,0.1
588017566555177091,3,9.64,0.06,9.2,0.07,10.5,0.09
588017567091851477,2,9.15,0.05,8.39,0.07,10.26,0.12
588017567629115444,4,9.69,0.05,9.12,0.07,10.29,0.1
588017567637962887,2,9.3,0.02,8.62,0.12,10.12,0.11
588017569240514734,2,9.61,0.05,9.39,0.05,10.63,0.09
588017569242546279,2,8.6,0.03,8.4,0.07,10.47,0.08
588017569777320120,3,9.68,0.07,9.31,0.06,10.63,0.1
588017570316288081,2,8.92,0.12,8.52,0.05,10.69,0.08
588017570317402283,2,9.11,0.18,9.02,0.07,10.19,0.09
588017570848374952,4,9.56,0.02,9.29,0.05,10.43,0.09
588017570849620064,5+,9.61,0.08,9.27,0.07,10.57,0.1
588017603604709459,4,9.43,0.09,8.64,0.08,10.33,0.11
588017603608051755,4,9.31,0.05,8.89,0.06,10.38,0.09
588017603609755683,3,9.94,0.03,10.01,0.05,10.81,0.09
588017603609755743,2,10.11,0.03,9.62,0.05,10.45,0.11
587735240107950193,5+,9.5,0.1,8.88,0.09,10.71,0.11
588017604136206567,5+,9.8,0.03,9.1,0.06,10.32,0.09
588017604149182556,2,9.37,0.09,9.21,0.06,10.04,0.09
588017604161831053,2,8.58,0.12,8.58,0.11,10.17,0.08
587735240644755681,2,9.8,0.05,9.28,0.05,10.14,0.08
588017604674977994,2,9.94,0.06,9.26,0.06,10.21,0.09
588017604677992585,2,9.35,0.04,8.57,0.06,10.06,0.1
588017604678909995,2,9.0,0.12,8.35,0.08,11.03,0.09
588017604680482896,2,9.4,0.08,9.37,0.05,10.59,0.08
588017604683890791,3,9.59,0.08,9.73,0.05,10.87,0.09
588017604684677270,5+,10.04,0.05,9.04,0.06,11.09,0.09
588017604687233087,1,9.57,0.02,9.81,0.05,10.85,0.09
588017604688412782,3,9.51,0.02,9.06,0.05,10.2,0.08
588017604689461337,2,9.24,0.08,9.23,0.06,10.49,0.08
588017605212766325,5+,9.65,0.05,9.1,0.07,10.26,0.1
588017605221351540,4,9.58,0.06,9.28,0.06,10.25,0.1
588017605221679208,5+,9.45,0.05,8.59,0.06,10.58,0.09
588017627233189926,2,8.84,0.15,8.51,0.1,11.06,0.06
588017605229019255,2,9.45,0.05,8.97,0.06,10.19,0.09
588017605232099484,5+,9.55,0.04,8.44,0.06,10.28,0.07
588017605239439565,2,9.01,0.21,9.17,0.05,11.03,0.08
588017605756059703,2,9.51,0.04,9.38,0.05,10.53,0.09
588017109678358712,4,9.25,0.05,8.9,0.07,10.28,0.09
588017606288408696,2,9.45,0.05,9.02,0.06,10.25,0.1
588017606288539675,2,9.46,0.05,8.44,0.1,10.6,0.09
588017606297125011,2,9.35,0.07,9.01,0.07,10.25,0.09
588017606302105648,1,9.74,0.03,9.56,0.05,10.16,0.08
588016893325672527,2,9.0,0.07,10.04,0.05,10.67,0.1
588017625075089521,3,9.33,0.09,8.97,0.07,10.64,0.1
588017625079611525,4,9.31,0.09,8.7,0.11,10.32,0.09
588017625093636212,3,9.61,0.04,8.88,0.05,10.08,0.1
588017625609142417,3,9.83,0.06,9.3,0.07,10.46,0.1
588017625610780887,3,9.18,0.12,8.55,0.13,10.05,0.1
588017625619496994,5+,9.59,0.03,9.7,0.05,10.35,0.08
588017625621987383,2,9.12,0.05,9.17,0.05,10.36,0.08
588017625622184154,2,9.32,0.05,8.65,0.08,10.12,0.1
588017625623560200,3,9.97,0.02,9.67,0.04,11.12,0.13
588017625623822505,5+,9.68,0.03,9.22,0.06,10.39,0.09
588017626159382545,4,9.58,0.02,9.62,0.05,11.04,0.09
588017626686292077,4,9.68,0.02,8.99,0.07,10.66,0.12
588017626693697658,3,9.78,0.06,9.17,0.07,10.55,0.1
588017626698285134,2,9.14,0.08,9.56,0.05,10.56,0.08
588017626699399247,3,9.41,0.06,8.76,0.06,10.24,0.09
588017626699858100,2,9.55,0.05,9.1,0.05,10.02,0.09
588017626704773281,3,9.57,0.05,8.93,0.08,10.11,0.1
588017627226898515,2,9.33,0.08,8.65,0.07,10.54,0.1
588017627230634019,3,9.43,0.1,9.3,0.06,10.73,0.09
588017605759729812,3,9.49,0.1,8.87,0.09,10.01,0.1
588017627233124397,4,9.64,0.03,8.87,0.07,10.44,0.08
588017627240333559,5+,9.84,0.02,9.11,0.05,10.2,0.08
588017627241840909,3,9.23,0.03,9.17,0.05,10.46,0.09
588017627243020495,2,9.37,0.07,9.5,0.05,10.62,0.09
588017627767832628,3,9.67,0.04,9.29,0.06,10.03,0.09
588017627769798863,3,9.56,0.03,8.91,0.05,10.01,0.09
588017627769995451,3,9.46,0.07,8.61,0.08,10.53,0.16
588017702385418284,2,9.13,0.17,8.98,0.1,11.05,0.07
588017702385418324,2,9.28,0.11,9.0,0.08,10.44,0.09
588017702403244170,2,9.05,0.02,8.32,0.07,10.01,0.12
588017702406652124,3,9.64,0.04,8.83,0.06,10.41,0.11
588017702406783209,2,8.86,0.14,9.47,0.05,11.07,0.08
588017702921633970,1,10.08,0.06,9.46,0.05,11.47,0.09
588017565489627259,2,9.16,0.06,8.39,0.08,10.02,0.1
588017702939787385,2,8.96,0.09,9.09,0.05,10.57,0.08
588017702940049506,1,9.91,0.02,9.8,0.05,10.37,0.08
588017702947324170,3,9.63,0.1,9.1,0.07,11.29,0.07
588017702949617905,2,9.25,0.05,9.26,0.05,10.73,0.12
588017703458111630,5+,9.82,0.02,9.22,0.07,11.35,0.06
588017703459422230,2,9.33,0.02,8.62,0.06,10.59,0.1
588017703463026824,2,9.1,0.02,9.03,0.06,10.15,0.09
588017703478820993,4,9.57,0.05,9.32,0.05,10.43,0.03
588017703482818732,5+,9.49,0.06,9.01,0.07,10.75,0.11
588017703483408448,5+,9.57,0.04,9.35,0.05,10.67,0.1
588017703486226675,3,9.01,0.1,8.82,0.06,10.15,0.09
588017703486292139,2,9.55,0.13,9.18,0.05,11.54,0.08
588017703491404095,2,9.44,0.16,9.35,0.06,10.56,0.09
588017703995637800,3,9.39,0.07,8.8,0.07,10.62,0.11
588017703999766604,2,9.67,0.08,9.18,0.07,10.83,0.1
588017704002191423,3,9.69,0.02,9.28,0.06,10.33,0.09
588017704012939417,2,9.35,0.08,8.95,0.06,10.56,0.1
588017704020017430,3,9.19,0.14,8.97,0.05,10.91,0.08
588017704024342709,5+,9.78,0.02,9.19,0.06,10.84,0.11
588017704024801570,2,9.65,0.03,9.26,0.05,10.59,0.1
588017704024998167,2,9.44,0.07,9.36,0.05,10.1,0.09
588017704531853356,2,9.72,0.02,10.17,0.05,10.53,0.13
588017704531853432,4,9.55,0.04,9.02,0.06,10.01,0.11
588017704532901982,2,9.38,0.02,8.83,0.06,10.14,0.1
588017704534802506,3,9.66,0.04,9.04,0.05,10.57,0.11
588017704535785482,1,10.19,0.03,9.99,0.05,10.47,0.08
588017704537882726,4,9.6,0.05,9.06,0.08,10.22,0.11
588017704551645342,5+,9.45,0.07,8.72,0.07,10.1,0.11
588017704552038498,3,9.5,0.08,9.12,0.06,10.12,0.09
588017704553939028,1,9.36,0.06,8.91,0.06,11.2,0.08
588017704557281316,2,9.33,0.12,9.56,0.05,10.88,0.09
588017704559706394,3,9.18,0.12,8.62,0.07,10.34,0.12
588017705081831580,3,9.38,0.02,8.81,0.06,10.22,0.11
588017705086877928,5+,9.92,0.05,9.11,0.06,10.44,0.11
588017712045621269,5+,9.24,0.07,8.76,0.06,10.55,0.09
588017712050667677,5+,9.76,0.08,9.34,0.06,10.23,0.08
588017712051978422,3,8.77,0.17,9.07,0.06,10.42,0.09
588017712585834633,4,9.53,0.04,9.14,0.06,10.15,0.09
588013383820902509,2,9.83,0.02,9.8,0.05,10.19,0.08
588013383821033593,5+,9.34,0.02,8.22,0.08,10.15,0.13
588013383821099138,3,9.84,0.02,9.7,0.05,10.65,0.1
588013384357314676,5+,9.44,0.04,9.04,0.05,10.39,0.09
588017719567253568,2,9.83,0.05,9.89,0.05,10.47,0.11
588017719571972194,3,9.39,0.06,9.09,0.06,10.16,0.1
588017720648204383,2,8.96,0.08,9.83,0.05,10.54,0.09
588017721177210990,3,9.73,0.04,9.37,0.05,10.04,0.09
588017721178325144,5+,9.82,0.06,9.53,0.05,10.9,0.09
588017721180225685,2,9.69,0.03,9.35,0.05,10.04,0.09
588017721180356787,2,9.24,0.1,9.06,0.07,11.05,0.07
588017721180881040,5+,9.41,0.03,8.72,0.09,10.99,0.06
588017721181929572,2,9.48,0.07,9.58,0.05,10.35,0.09
588017721183502390,2,9.78,0.05,9.34,0.05,10.41,0.09
588017721183961210,5+,9.29,0.13,9.27,0.06,10.99,0.08
588017721185730679,5+,9.56,0.03,8.57,0.08,10.19,0.1
588017721717031085,4,9.34,0.07,9.56,0.05,10.35,0.1
588017721717751845,2,9.45,0.02,9.03,0.05,10.45,0.1
588017721720176789,4,9.39,0.18,9.35,0.06,11.06,0.09
588017721722863688,2,8.9,0.16,8.53,0.09,11.03,0.06
588017722260586528,2,9.74,0.03,9.57,0.05,10.39,0.09
588017723860779072,2,9.02,0.05,8.83,0.05,10.05,0.09
588017723869036687,2,9.35,0.11,9.02,0.06,10.29,0.09
587729160578596942,3,9.5,0.05,9.16,0.04,10.77,0.1
587732577239171242,4,9.72,0.06,9.17,0.06,10.47,0.1
587732577239171272,2,9.87,0.05,9.26,0.06,10.93,0.11
588017724407545981,5+,9.42,0.04,9.12,0.04,11.18,0.08
588017724934979747,5+,9.63,0.03,9.23,0.06,10.44,0.1
588017724942712856,3,10.02,0.04,9.91,0.05,10.4,0.09
588017724943171697,2,9.08,0.07,9.48,0.05,10.57,0.09
588017724943368405,3,9.43,0.07,8.8,0.09,10.0,0.1
588017724943630424,2,9.61,0.02,8.94,0.08,10.15,0.1
588017724944351261,2,9.6,0.03,9.93,0.05,10.53,0.09
588017725480304766,3,9.5,0.04,9.55,0.05,10.58,0.08
588017725483909139,3,9.65,0.05,9.27,0.06,10.59,0.13
588017725485482087,5+,9.34,0.02,8.16,0.09,10.03,0.14
587732578849980446,2,9.56,0.1,8.75,0.1,10.49,0.12
588017726011736202,2,9.21,0.02,8.74,0.08,10.36,0.12
588017726015864836,4,9.64,0.07,9.33,0.06,10.58,0.1
587732579386720314,2,9.87,0.04,9.55,0.05,10.17,0.1
588017726556143677,3,9.34,0.1,9.14,0.07,10.2,0.09
588017728156729355,2,9.24,0.05,9.23,0.05,10.65,0.08
588017728688357528,2,9.5,0.02,8.74,0.06,10.04,0.11
588017728691437614,3,9.64,0.02,8.97,0.07,10.24,0.11
588017728694255689,2,9.79,0.05,9.11,0.07,10.41,0.1
588017729764130821,2,9.69,0.02,9.06,0.06,10.43,0.1
588017729766097053,3,9.87,0.05,9.39,0.06,10.43,0.09
588017729768587382,3,9.54,0.07,8.81,0.07,10.34,0.1
588017730835972119,2,9.65,0.02,8.76,0.11,10.06,0.11
588017947738177664,2,9.06,0.12,8.94,0.07,10.06,0.09
588017947741323392,5+,9.65,0.11,9.14,0.06,11.16,0.08
588017947747549266,2,9.29,0.03,8.98,0.05,10.26,0.09
588017947750629420,4,9.83,0.04,9.36,0.05,10.16,0.1
588017948274131099,2,9.72,0.03,9.2,0.05,10.0,0.09
588017948274196587,5+,9.41,0.08,9.15,0.06,10.37,0.1
588017948276949038,2,9.31,0.05,8.68,0.12,10.02,0.1
588017948278456443,4,9.92,0.04,9.59,0.05,10.63,0.09
588017948282060879,5+,9.58,0.03,9.78,0.05,10.76,0.1
588017948289794052,1,9.57,0.04,9.18,0.05,10.08,0.1
588017948809756751,3,9.77,0.02,9.51,0.05,10.77,0.09
588017948813426869,3,9.79,0.04,9.2,0.07,10.33,0.11
588017948817686587,4,9.49,0.05,9.07,0.06,10.36,0.09
588017948819456079,2,9.22,0.07,9.19,0.06,10.39,0.08
588017949889658915,2,9.39,0.02,8.92,0.05,10.18,0.1
588017992312422465,3,9.31,0.09,9.87,0.05,10.57,0.1
587736477051781168,3,9.66,0.02,9.06,0.05,10.58,0.1
587736477052305564,2,9.27,0.1,8.44,0.08,10.31,0.15
587736477054795929,4,9.42,0.15,9.08,0.08,11.22,0.06
587736477055254647,2,9.26,0.06,9.12,0.05,10.57,0.1
587736477055320155,3,9.26,0.05,9.19,0.06,10.59,0.09
587736477060038917,3,9.21,0.11,9.12,0.05,10.37,0.1
587736477591928926,2,9.63,0.03,9.47,0.05,10.48,0.09
587736477593043217,3,9.57,0.03,9.1,0.05,10.44,0.1
587736477598679369,3,9.43,0.08,9.45,0.05,10.41,0.09
587736478129193204,3,9.22,0.08,9.44,0.05,10.27,0.09
587736478130897092,5+,9.46,0.04,9.04,0.05,10.53,0.09
587736478131945704,2,9.69,0.02,8.65,0.06,10.1,0.12
587736478132601029,2,9.52,0.06,8.83,0.06,10.22,0.1
587736478134632642,2,9.45,0.1,8.99,0.06,10.37,0.1
587736478671765882,1,9.34,0.1,8.86,0.07,10.05,0.09
587736478672027916,2,9.51,0.07,9.48,0.05,10.49,0.1
587736812059689266,3,9.56,0.05,9.06,0.05,10.17,0.08
587736812061262161,4,9.59,0.05,9.21,0.05,10.83,0.09
588017977281871911,2,9.81,0.04,9.41,0.05,10.45,0.09
588017977288032366,4,9.73,0.04,8.98,0.07,10.42,0.1
587739132965159216,5+,9.21,0.13,8.57,0.07,10.08,0.1
588017977807601796,3,9.51,0.03,8.98,0.05,10.35,0.1
587738946676326551,2,9.48,0.05,8.89,0.07,10.37,0.11
588017977812910173,2,9.26,0.04,8.41,0.1,10.18,0.1
588017977818153017,2,9.72,0.05,9.88,0.05,11.28,0.11
588017977825296397,2,9.21,0.05,9.05,0.05,10.25,0.09
588017977829228547,5+,9.36,0.09,8.96,0.05,10.94,0.11
588017977839190232,2,8.97,0.18,8.83,0.06,10.27,0.08
588017977841811592,2,9.37,0.07,9.31,0.05,10.64,0.08
588017977841877173,2,9.13,0.1,8.81,0.06,10.78,0.09
588017977841942618,2,9.25,0.12,8.99,0.06,11.02,0.09
588017977843253496,2,9.52,0.06,9.13,0.06,10.23,0.1
588017978345062477,2,9.58,0.07,9.76,0.05,10.8,0.09
588017978345717891,1,9.33,0.09,8.71,0.11,10.52,0.11
588017978348077077,5+,9.29,0.07,8.3,0.06,11.02,0.07
588017978348732432,3,9.43,0.11,9.05,0.06,11.22,0.07
588017978350567500,2,9.4,0.04,8.74,0.07,10.63,0.09
588017978354499598,5+,9.24,0.04,9.23,0.05,10.12,0.08
588017978355679295,4,9.88,0.04,9.1,0.07,10.35,0.1
588017978362167450,5+,9.62,0.03,9.3,0.05,10.65,0.1
588017978363740319,2,9.12,0.06,8.69,0.07,10.08,0.09
588017978366165151,3,9.47,0.14,9.23,0.06,10.44,0.1
588017978366820412,2,9.22,0.05,8.95,0.06,10.43,0.09
588017978367934481,1,9.22,0.02,8.89,0.06,10.93,0.11
588017978367934598,2,9.22,0.02,8.39,0.07,10.16,0.16
588017978368721081,2,9.4,0.02,8.82,0.07,10.02,0.09
588017978369179756,3,9.79,0.03,9.74,0.05,10.5,0.09
588017978377372024,5+,9.4,0.05,8.78,0.06,10.15,0.11
588017978377568556,4,9.26,0.1,9.4,0.05,10.78,0.08
588017978379927781,3,9.58,0.06,9.43,0.05,10.23,0.08
587738947745480825,4,9.38,0.04,8.95,0.06,11.12,0.07
588017978883113111,2,9.71,0.04,8.94,0.08,10.35,0.09
588017978893336671,1,9.45,0.05,9.17,0.05,10.16,0.09
588017978903429204,2,9.72,0.02,9.51,0.05,10.32,0.1
588017978905067692,4,9.45,0.02,9.26,0.05,10.28,0.1
588017978911752434,5+,9.88,0.02,9.3,0.05,10.43,0.11
588017978914374052,2,9.2,0.11,8.93,0.06,11.04,0.06
588017979444363488,5+,9.27,0.03,8.94,0.05,10.32,0.09
588017979448754473,5+,9.54,0.02,8.9,0.05,10.39,0.11
588017979953643623,5+,9.62,0.05,9.03,0.08,10.15,0.1
588017979957051522,5+,9.39,0.02,8.75,0.05,10.04,0.1
588017979957313687,2,9.5,0.09,9.44,0.06,11.14,0.09
588017979970289795,5+,9.68,0.03,8.94,0.05,10.71,0.11
588017979977564335,5+,9.48,0.08,8.72,0.1,10.7,0.1
588017979977957570,3,8.7,0.09,8.62,0.06,10.32,0.08
588017979978416210,4,9.65,0.04,8.99,0.05,11.01,0.09
588017990151831657,2,9.36,0.06,8.97,0.08,10.54,0.08
588017990163562717,4,9.97,0.02,9.38,0.05,10.41,0.09
587734892218417193,5+,9.58,0.02,9.14,0.05,10.21,0.1
588017990685098068,2,8.76,0.2,9.05,0.07,11.09,0.06
588017990699843866,2,8.81,0.04,8.33,0.13,11.03,0.07
588017991232782476,3,9.33,0.05,9.06,0.07,10.61,0.09
588017991236911371,2,8.48,0.1,8.47,0.12,11.19,0.05
588017991241630034,3,9.45,0.07,9.21,0.06,10.59,0.09
588017991758971000,2,9.39,0.07,9.17,0.07,10.99,0.07
588017991769391270,2,9.6,0.04,9.36,0.05,10.48,0.09
588017991769915620,5+,9.39,0.08,8.78,0.06,10.24,0.1
588017991772274855,1,8.85,0.04,8.83,0.06,11.31,0.08
588017991773520165,2,9.57,0.06,8.89,0.07,10.87,0.11
588017991773520201,2,9.63,0.06,9.29,0.05,11.34,0.08
588017992298397732,2,9.14,0.11,9.42,0.05,11.13,0.08
588017992306393245,2,9.55,0.03,8.9,0.05,10.17,0.1
588017992312750442,3,9.4,0.1,8.73,0.06,10.31,0.12
588017992314782068,3,9.4,0.05,8.56,0.06,10.07,0.11
588017569243201622,1,9.63,0.06,9.53,0.05,10.72,0.09
588017702408290514,5+,9.66,0.08,8.83,0.06,10.58,0.11
588017702411174075,2,8.93,0.09,9.84,0.05,10.6,0.09
588017702955385119,2,9.01,0.09,9.09,0.06,10.79,0.09
587736523757125785,5+,9.53,0.09,8.93,0.1,10.44,0.11
587736523760009369,2,9.16,0.1,9.94,0.05,10.75,0.1
587736523760206056,2,9.73,0.02,9.4,0.06,10.88,0.09
587736523760926934,5+,9.43,0.02,8.85,0.09,10.72,0.09
587736524294848699,2,9.33,0.04,8.84,0.05,10.25,0.09
587736525368524942,2,9.78,0.05,8.57,0.05,10.97,0.07
587736525369376996,3,9.66,0.04,9.16,0.07,10.56,0.1
588017730306113586,2,9.27,0.19,8.76,0.13,10.27,0.08
588017730842787909,2,9.25,0.08,8.69,0.12,10.65,0.05
587736540938895373,4,10.14,0.03,9.87,0.05,10.05,0.07
587730023864205464,5+,9.61,0.02,8.78,0.1,10.2,0.1
587730023333232703,2,9.76,0.05,9.8,0.05,10.52,0.08
587736541480222746,2,9.35,0.03,9.93,0.05,10.72,0.1
587736541489922482,2,9.52,0.02,9.27,0.06,10.89,0.09
587736542018994407,4,9.29,0.04,8.72,0.06,10.16,0.09
587736542019387509,2,9.17,0.21,8.73,0.1,10.62,0.11
587736542019715262,3,9.59,0.04,9.24,0.06,10.9,0.09
587736542019715333,2,9.13,0.06,8.76,0.09,10.27,0.09
587736542025941351,3,9.6,0.06,9.69,0.05,10.69,0.08
587736542026662161,2,9.47,0.05,9.05,0.06,10.21,0.09
587736542026989863,4,9.96,0.14,9.08,0.07,10.55,0.09
587736542027710608,3,9.68,0.05,9.8,0.05,11.05,0.1
587736542550884450,2,9.45,0.06,8.8,0.07,10.27,0.1
587736542553571448,2,9.17,0.12,8.81,0.07,10.2,0.11
587736542554030108,2,9.48,0.04,8.95,0.04,10.55,0.16
587736542558159048,5+,9.58,0.04,8.86,0.06,10.44,0.12
587736542560780728,2,8.55,0.08,8.52,0.1,10.95,0.05
587736542562156676,3,9.1,0.15,9.24,0.05,10.71,0.09
587736542565892380,3,9.61,0.02,9.03,0.08,10.66,0.14
587736543090311257,5+,9.83,0.07,9.03,0.07,10.73,0.14
587736543095947393,3,9.35,0.11,9.33,0.05,11.39,0.08
587736543097651427,5+,9.73,0.06,9.22,0.05,11.19,0.1
587736543098568872,2,9.14,0.03,8.72,0.08,11.14,0.06
587736543631441958,3,9.18,0.07,9.42,0.05,10.7,0.09
588017702413664275,2,9.84,0.02,9.5,0.05,10.92,0.09
587736477062005050,2,9.1,0.17,8.63,0.1,10.68,0.09
588017702957416751,4,9.22,0.1,8.89,0.1,10.19,0.09
587736523763941508,1,9.23,0.02,8.77,0.05,10.51,0.1
587736523764334706,2,9.6,0.02,9.04,0.04,10.71,0.13
587736545238384672,2,9.41,0.02,9.06,0.06,10.32,0.1
587729160054833167,2,9.26,0.02,8.98,0.06,10.27,0.09
587729160054964605,2,9.14,0.02,8.28,0.11,10.15,0.11
587736545239171392,3,9.15,0.02,8.76,0.12,10.62,0.08
587726102030319992,3,9.49,0.06,8.94,0.07,10.19,0.1
587736524300419305,2,9.37,0.02,9.01,0.07,10.32,0.09
587736545775386875,2,9.3,0.02,8.78,0.06,10.05,0.1
587736546310816013,4,9.61,0.02,8.94,0.07,10.1,0.11
587736546311340046,2,9.64,0.02,8.7,0.07,10.48,0.11
587736546312454552,5+,9.61,0.02,9.26,0.05,10.09,0.1
587736546313043978,5+,9.98,0.02,9.73,0.04,10.92,0.09
587736546313175365,5+,9.46,0.02,9.9,0.05,10.54,0.08
587736546314224038,5+,9.42,0.09,8.49,0.1,11.09,0.04
587736546315862189,2,9.33,0.06,8.95,0.07,10.42,0.09
587736525371932926,3,8.97,0.02,7.91,0.1,10.08,0.11
587736546847096896,3,9.49,0.02,9.18,0.05,10.27,0.09
587736546850046189,2,9.61,0.02,9.9,0.05,10.78,0.09
587736547384492122,4,8.99,0.02,8.65,0.05,10.93,0.08
587736547384819768,2,9.68,0.02,8.91,0.05,10.58,0.12
587736547385409742,2,9.68,0.02,9.46,0.05,10.56,0.09
587736547386065218,3,9.64,0.02,8.95,0.07,10.22,0.11
587736547387834751,2,9.26,0.07,9.04,0.05,10.58,0.08
588017990705873354,2,9.39,0.03,9.41,0.06,10.26,0.09
588017990706135366,2,9.27,0.03,8.82,0.12,10.25,0.1
587736541486907425,3,9.2,0.02,9.36,0.05,10.6,0.1
587736541487104405,5+,9.6,0.02,9.52,0.05,10.68,0.08
588017990701089015,2,9.31,0.02,9.11,0.05,10.44,0.09
587732134314967136,3,9.72,0.03,9.41,0.05,10.4,0.09
588018054575751290,2,9.6,0.04,9.63,0.05,10.66,0.09
588018054576472121,2,9.53,0.07,8.67,0.07,10.03,0.09
588018054585909384,5+,9.13,0.1,8.58,0.06,10.47,0.09
587736783075803521,2,9.36,0.12,8.95,0.07,10.12,0.1
587732134853017699,3,9.55,0.04,9.22,0.05,10.28,0.09
588018055108624528,2,8.91,0.11,8.79,0.06,10.86,0.07
588018055113343208,5+,9.65,0.04,9.02,0.06,10.34,0.1
588018055131169364,5+,9.49,0.12,8.89,0.08,10.84,0.1
588018055645888674,3,9.71,0.03,8.9,0.06,10.34,0.11
588018055651655756,2,9.34,0.05,8.83,0.07,10.05,0.09
588018055653228553,1,9.65,0.05,10.57,0.05,11.19,0.08
588018056181907614,2,9.33,0.04,9.02,0.05,10.03,0.09
588018056199143731,2,9.12,0.07,9.21,0.05,10.32,0.09
588018056729460956,2,9.48,0.03,9.17,0.05,10.14,0.08
588018056733130844,2,9.78,0.04,9.11,0.05,11.2,0.07
588018056735293545,2,9.49,0.02,9.88,0.05,10.27,0.08
587733431923835334,5+,9.46,0.06,9.17,0.05,10.46,0.1
587733397028732939,4,9.51,0.04,8.68,0.05,10.68,0.09
