dr7id,m,logL_FUV,logL_FUV_err,logL_22,logL_22_err,logMstar,logMstar_err
587729232518578553,3,9.62,0.05,9.22,0.05,10.33,0.09
587729232519495698,2,9.33,0.02,9.77,0.05,10.64,0.09
587729228764938451,2,9.32,0.02,8.86,0.06,11.2,0.06
587729233050730720,2,9.36,0.03,9.04,0.06,10.72,0.09
587729233052041524,3,9.53,0.02,9.34,0.05,10.45,0.09
587729233056563659,2,9.49,0.05,8.95,0.05,10.59,0.12
587729385541599304,1,9.19,0.06,8.41,0.09,10.04,0.09
587729385541730321,2,9.08,0.08,8.64,0.07,10.79,0.07
587729386063986835,2,9.1,0.03,8.77,0.1,11.16,0.08
587729386069098664,3,9.73,0.06,9.07,0.08,10.82,0.1
587729386075717813,3,9.43,0.02,8.79,0.09,10.18,0.1
587729386078601361,4,9.4,0.1,8.98,0.09,10.51,0.1
587729386080239763,2,9.62,0.05,9.26,0.05,10.4,0.09
587729386080632965,2,9.65,0.05,8.92,0.08,10.12,0.1
587729386082992254,2,9.03,0.18,8.74,0.08,10.8,0.08
587728905565766025,2,9.78,0.06,9.12,0.07,10.5,0.1
587729386609901711,3,9.78,0.04,9.43,0.05,10.88,0.09
587729386615210105,2,9.46,0.15,9.25,0.06,11.25,0.08
587729386618880117,2,9.56,0.07,8.54,0.08,10.45,0.09
587729386620977345,5+,9.49,0.05,8.69,0.07,10.24,0.09
587729387141464069,2,8.85,0.02,8.92,0.05,10.26,0.09
587729387143233728,2,9.39,0.02,8.95,0.08,10.11,0.09
587729387149066348,2,9.38,0.02,8.92,0.06,10.11,0.09
587729387152343176,4,9.53,0.04,9.54,0.05,10.66,0.08
587729387674337406,1,9.47,0.02,9.36,0.05,10.8,0.09
587729387679842458,1,9.08,0.03,8.76,0.09,11.01,0.06
587729387682660525,2,9.51,0.04,8.94,0.05,10.41,0.12
587729387683119270,5+,9.38,0.02,8.88,0.05,10.11,0.1
587729387688427659,2,8.89,0.2,8.99,0.06,10.56,0.08
587729387689279506,2,9.46,0.07,9.74,0.05,10.61,0.09
587729387694194896,2,8.9,0.16,8.92,0.06,10.2,0.09
587729388217237649,1,9.32,0.05,9.6,0.05,10.79,0.08
587729388217565347,5+,9.49,0.1,9.09,0.06,11.43,0.05
587729388222742551,3,10.11,0.03,9.65,0.05,10.37,0.09
588010877692412030,2,9.79,0.02,9.7,0.05,10.74,0.09
588010877692412107,5+,9.2,0.02,8.64,0.08,10.57,0.1
588010878229741731,5+,9.18,0.06,8.51,0.08,10.91,0.07
588010878755930178,4,9.79,0.02,9.43,0.05,10.06,0.08
588010878766219439,2,9.44,0.07,9.18,0.06,10.74,0.09
588010878766612582,5+,9.34,0.07,9.38,0.05,10.81,0.09
588010878767661164,2,9.26,0.05,8.95,0.05,10.5,0.09
588010879302697121,5+,9.45,0.02,8.82,0.08,10.73,0.09
588010879306629127,2,9.63,0.04,9.69,0.05,10.33,0.09
588010879827706023,2,9.35,0.03,9.37,0.06,10.88,0.08
588010879839699088,4,9.34,0.1,8.57,0.1,10.25,0.09
588010880382206085,2,9.34,0.02,8.83,0.08,10.06,0.1
587729407537184947,3,9.44,0.08,8.91,0.06,10.7,0.09
587729407537840211,4,9.2,0.1,8.84,0.06,11.12,0.06
587729407542689819,1,9.46,0.03,9.53,0.05,10.78,0.09
587729653963948206,5+,9.73,0.02,9.08,0.05,10.83,0.1
587729408074317988,5+,9.26,0.03,9.08,0.05,10.27,0.09
587729408609812536,2,9.22,0.05,8.38,0.07,10.11,0.09
587729408610992391,3,9.58,0.08,9.17,0.06,10.49,0.1
587729408616366243,2,9.52,0.02,9.3,0.05,10.8,0.1
587729409151336585,2,9.7,0.05,9.89,0.05,10.23,0.09
587729409683685494,2,9.56,0.06,8.77,0.06,10.46,0.1
587729409684996289,2,9.61,0.02,9.22,0.06,10.63,0.09
588011123047923850,2,9.41,0.07,9.15,0.05,10.47,0.09
588011123048448126,2,9.38,0.14,8.73,0.1,10.41,0.09
588011101570662642,2,8.77,0.03,8.5,0.09,10.19,0.09
588011102107467873,2,9.18,0.02,8.99,0.06,10.03,0.08
588011102107664645,2,9.31,0.02,8.44,0.1,10.14,0.1
588011102639947790,3,9.64,0.07,9.14,0.05,11.11,0.1
588011102644404341,2,9.45,0.02,8.88,0.06,10.71,0.14
588011103179702445,2,9.86,0.03,9.38,0.05,10.22,0.1
587729654225961069,2,9.41,0.04,8.95,0.05,10.45,0.09
588007003654455498,3,8.95,0.06,8.15,0.07,10.22,0.11
588007003657339112,5+,9.46,0.04,8.69,0.06,10.13,0.1
588009365869035574,2,9.44,0.02,9.32,0.05,10.59,0.08
588011122501812305,2,9.78,0.06,9.38,0.05,10.17,0.08
588011122505482274,1,9.57,0.04,9.19,0.05,10.14,0.1
588011122505810031,5+,9.32,0.08,8.65,0.07,10.46,0.09
588011122506989609,2,9.54,0.06,8.48,0.07,10.31,0.11
588011122508431392,2,9.55,0.03,9.59,0.05,10.7,0.09
588011122512167060,2,9.46,0.05,9.0,0.06,10.71,0.09
588011097262391389,2,9.67,0.04,9.31,0.06,10.16,0.1
588011123038027906,2,9.41,0.06,8.83,0.06,10.0,0.11
588011123038945402,2,9.41,0.02,9.29,0.06,10.53,0.1
588011123039207431,3,9.26,0.02,9.39,0.05,10.4,0.08
588009366938583128,3,9.66,0.02,8.6,0.07,10.14,0.11
588011124116357203,4,9.57,0.07,9.12,0.05,10.37,0.09
588011124651196580,4,9.61,0.02,9.24,0.06,10.45,0.09
588011124653228038,2,8.92,0.17,9.49,0.05,10.57,0.09
588011124653293646,3,9.67,0.04,9.2,0.05,10.4,0.09
588011125185183815,2,9.33,0.08,8.86,0.07,10.97,0.07
588011125186494606,2,9.33,0.09,9.16,0.05,10.49,0.09
587728917372272784,5+,9.03,0.11,9.44,0.05,10.81,0.09
587729651811221727,5+,9.44,0.04,9.06,0.06,10.45,0.09
587729652348289238,1,9.09,0.02,8.6,0.06,10.05,0.1
587729652352418158,2,9.13,0.03,8.74,0.08,10.39,0.09
587729652885487730,2,9.39,0.02,9.49,0.05,10.53,0.08
587729652885684248,2,9.49,0.02,9.27,0.06,10.82,0.08
587729652887650441,3,9.1,0.06,8.85,0.05,10.77,0.02
587729652889420121,2,9.22,0.02,9.24,0.05,10.76,0.09
587729653424783536,2,9.33,0.02,8.88,0.06,10.04,0.1
587729653426880939,5+,9.31,0.05,8.83,0.07,10.09,0.09
587729653427142882,2,8.8,0.2,8.49,0.12,10.86,0.06
588009370153254984,4,9.41,0.05,8.92,0.06,10.43,0.09
588009370153975947,2,9.5,0.09,8.99,0.06,10.84,0.09
588011216985325668,2,9.44,0.08,9.04,0.06,10.45,0.08
588011216985981066,2,9.43,0.06,9.37,0.05,10.64,0.09
588009370692026434,2,9.24,0.1,8.81,0.09,10.66,0.1
588011217522786455,1,9.44,0.11,9.11,0.07,10.4,0.1
588011217524949087,4,9.42,0.11,8.94,0.06,11.0,0.08
588011217532354713,3,9.65,0.05,9.68,0.05,10.99,0.1
588009371226931355,2,9.15,0.08,9.03,0.06,10.59,0.08
588011218063851580,5+,9.68,0.03,9.86,0.05,10.51,0.09
588011218064048368,5+,9.5,0.13,8.79,0.08,10.44,0.12
588011218070798363,2,9.29,0.07,9.41,0.05,10.2,0.09
588011218596331623,2,9.15,0.06,8.86,0.06,10.44,0.1
588011218604523685,2,9.38,0.09,9.21,0.05,10.46,0.09
588009372299821232,2,9.31,0.06,9.17,0.05,10.46,0.09
588011219138379940,2,9.61,0.06,9.14,0.06,10.5,0.08
588009372838133805,2,9.53,0.06,9.13,0.06,10.45,0.1
588011219672039651,2,8.95,0.03,8.54,0.07,10.13,0.1
588011219672563910,2,10.01,0.07,8.7,0.06,10.16,0.09
588011219674792041,3,8.85,0.12,8.52,0.1,10.73,0.05
588848901007409269,5+,9.54,0.02,9.14,0.07,10.64,0.09
587726031731228873,4,9.45,0.02,8.84,0.07,10.53,0.1
587726032268361917,3,9.86,0.02,10.01,0.05,11.13,0.11
587726032805363852,3,9.57,0.02,8.88,0.05,10.06,0.09
587726033341776084,5+,9.53,0.02,9.16,0.06,10.83,0.08
587729157906890937,3,9.34,0.02,9.11,0.06,10.63,0.09
587726100417282321,3,9.57,0.09,9.69,0.05,10.82,0.09
587729158448152901,3,9.38,0.15,9.12,0.06,10.5,0.1
587733609627189358,3,9.63,0.02,9.53,0.05,10.65,0.09
587729751132078135,5+,9.89,0.03,9.05,0.05,10.22,0.1
587729751132274758,2,8.91,0.14,8.79,0.07,10.57,0.08
587729751134896257,2,9.07,0.08,8.57,0.1,11.07,0.07
587729751669080067,2,9.7,0.02,9.41,0.04,10.95,0.12
587729751669211505,5+,9.68,0.02,8.92,0.05,10.2,0.08
587729751669407868,2,9.25,0.02,9.4,0.05,10.83,0.1
587729752209555683,5+,9.3,0.02,8.52,0.08,10.58,0.09
587729752211456129,2,9.62,0.04,9.21,0.05,10.81,0.11
587729752211521659,2,9.43,0.12,9.2,0.05,10.65,0.1
587729752741904679,5+,9.12,0.08,8.86,0.06,10.62,0.08
587729752743018606,2,9.31,0.02,9.52,0.05,10.32,0.09
587729752749441271,3,9.6,0.02,8.94,0.06,10.6,0.11
587729407542296844,2,9.29,0.02,9.2,0.05,10.37,0.08
587729407542362397,2,9.74,0.02,8.83,0.05,10.19,0.08
587729772071682184,2,9.11,0.09,8.29,0.07,10.17,0.12
587729772607045936,2,9.01,0.11,9.98,0.05,10.61,0.08
587729774217134307,3,9.33,0.16,8.95,0.08,11.14,0.06
587729774217461829,2,9.78,0.04,9.69,0.05,10.6,0.09
587729774221197537,2,9.74,0.02,9.02,0.08,10.07,0.1
587729774221525149,4,9.52,0.02,9.41,0.05,10.97,0.11
587729774756888668,5+,9.8,0.03,9.41,0.04,11.24,0.1
587729774757740829,2,8.77,0.02,8.31,0.07,10.16,0.1
587729776369795185,2,9.7,0.02,9.35,0.05,10.38,0.09
587729776370188451,2,9.46,0.02,8.86,0.08,10.1,0.09
587729776370581652,2,9.34,0.03,8.97,0.07,10.3,0.09
587729776902209721,2,9.46,0.04,8.57,0.05,10.29,0.11
587729776902471869,2,9.38,0.06,8.65,0.1,10.26,0.11
587729776905617441,3,9.59,0.02,8.11,0.08,10.01,0.06
587729776909877351,3,9.66,0.02,9.64,0.05,10.15,0.12
587729777445110030,2,9.46,0.03,9.43,0.06,10.86,0.09
587724649802039347,2,9.26,0.02,9.2,0.05,10.14,0.08
587729777986633759,3,10.03,0.02,9.69,0.05,10.92,0.08
587729777988337912,2,9.09,0.03,9.13,0.05,10.16,0.09
587729777989255382,5+,9.89,0.08,9.45,0.05,10.96,0.09
587729778517737508,2,8.89,0.04,8.56,0.09,10.74,0.07
587729781201895689,2,9.39,0.02,8.85,0.06,10.45,0.1
588007004733767725,2,9.1,0.03,8.97,0.08,10.6,0.08
588007004735340664,2,9.26,0.06,9.46,0.05,10.84,0.08
587729781736276184,2,9.71,0.04,8.49,0.07,10.76,0.07
587729781738176770,5+,9.32,0.02,9.13,0.05,10.41,0.09
587729781738766576,2,9.36,0.07,8.8,0.06,10.19,0.1
587729781739749971,3,9.17,0.07,8.62,0.06,10.2,0.1
588007005807444322,2,9.79,0.05,8.95,0.08,10.21,0.12
587729970178425007,2,8.99,0.03,9.16,0.06,10.32,0.11
587729970179998056,5+,10.21,0.02,9.47,0.05,10.44,0.1
587729970712609002,5+,9.03,0.02,8.44,0.09,10.37,0.1
587729970715623627,3,10.06,0.02,8.71,0.07,10.08,0.11
587729970716344611,2,9.15,0.03,9.21,0.06,10.87,0.08
587729970716934365,3,9.47,0.02,8.9,0.06,10.17,0.09
587729970717131044,2,9.25,0.02,8.52,0.09,10.69,0.07
587729970719817905,2,9.56,0.14,9.47,0.05,10.53,0.09
587729971789496572,4,9.66,0.02,8.82,0.07,10.05,0.1
587729774759313429,3,9.52,0.02,10.05,0.04,10.16,0.08
587729972329709893,2,9.28,0.06,8.91,0.05,10.49,0.09
587731174915769077,2,9.46,0.03,9.9,0.04,10.62,0.09
587730021179064462,1,9.58,0.02,9.33,0.05,10.18,0.08
587726102026453183,2,9.27,0.03,9.43,0.05,11.49,0.07
587726102027370692,5+,9.49,0.02,9.05,0.06,10.63,0.1
587726102028288228,4,9.56,0.02,8.65,0.08,10.35,0.13
587730021719736519,2,9.09,0.03,9.68,0.05,10.44,0.09
587730021726814389,4,9.71,0.15,9.29,0.06,10.61,0.12
587730022257852574,2,9.28,0.11,9.38,0.05,10.87,0.08
587730022258114836,2,9.28,0.02,8.79,0.07,10.23,0.09
587730022258770187,2,9.1,0.03,8.5,0.08,10.37,0.12
587730022258901319,3,9.68,0.02,9.44,0.05,10.98,0.1
587730022259425410,1,9.04,0.03,8.65,0.09,10.98,0.04
587730022793019529,2,9.48,0.02,9.01,0.05,10.25,0.09
587730022794526857,2,9.49,0.02,8.98,0.04,10.93,0.12
587730022796558501,2,9.22,0.07,8.51,0.09,10.07,0.15
587730022798786648,3,9.43,0.08,9.54,0.05,11.15,0.07
587730023327334594,2,9.64,0.02,8.94,0.09,10.15,0.11
587730023328383143,3,9.32,0.02,8.78,0.06,10.09,0.11
587730023329759268,5+,9.86,0.02,9.42,0.05,10.61,0.1
587730023862698049,1,9.2,0.03,9.4,0.04,10.81,0.09
588017990705611155,2,9.57,0.02,9.15,0.08,10.2,0.09
587725591458087151,2,8.81,0.19,9.84,0.05,10.58,0.09
587725591459529019,2,9.4,0.02,8.51,0.06,10.52,0.13
587725591459594503,5+,9.24,0.02,8.73,0.06,10.34,0.1
587725589846753397,1,9.11,0.02,8.93,0.05,10.57,0.09
587725589847146572,2,9.28,0.14,9.47,0.05,10.83,0.1
587725589847146829,2,9.22,0.02,8.98,0.06,10.4,0.09
587725589848326388,2,9.35,0.02,8.65,0.06,10.09,0.1
587730846351032810,5+,9.69,0.02,9.12,0.07,10.9,0.09
587734303803965482,3,9.35,0.02,8.8,0.07,10.16,0.1
587734303803965763,2,9.09,0.02,9.38,0.06,10.53,0.09
587730846888035277,3,9.89,0.02,9.34,0.06,10.55,0.11
587730847424512345,3,9.62,0.02,9.09,0.05,10.68,0.09
587730847961449424,5+,9.14,0.02,9.27,0.05,10.41,0.09
587731185118281941,4,9.32,0.02,8.68,0.07,10.17,0.11
587731185124311101,4,9.63,0.02,9.12,0.07,11.31,0.07
587731185126080782,2,9.54,0.02,9.04,0.06,10.46,0.1
587731185128112152,5+,9.39,0.02,9.81,0.05,11.14,0.11
587731512078827668,2,9.54,0.02,9.0,0.07,10.39,0.13
587731512078958736,2,9.3,0.02,8.75,0.1,10.71,0.1
587731512085381209,2,9.44,0.04,8.86,0.09,10.09,0.1
587731512610324707,3,9.7,0.02,9.7,0.05,10.7,0.09
587731512616091792,4,9.4,0.02,9.4,0.05,10.79,0.11
587731512616812649,2,9.35,0.02,8.88,0.05,10.0,0.09
587731512616878087,2,9.6,0.02,9.27,0.05,10.49,0.1
587731512617730220,3,9.48,0.02,9.03,0.06,10.22,0.1
587731513152307288,2,9.34,0.02,9.11,0.05,11.14,0.09
587731513153159200,2,9.66,0.02,9.56,0.05,10.19,0.08
587731513154666691,3,10.02,0.02,9.74,0.05,10.8,0.09
587731513155059795,5+,9.88,0.02,9.14,0.06,10.57,0.12
587731513157419117,1,9.02,0.03,8.94,0.07,10.55,0.1
587731513682100385,2,9.56,0.02,9.37,0.05,11.04,0.1
587731514222182633,4,9.71,0.02,9.32,0.05,10.76,0.09
587731521205829733,2,9.81,0.05,9.22,0.07,10.74,0.11
587731521742176420,2,9.4,0.08,9.12,0.06,10.8,0.1
587731521742438512,5+,9.89,0.07,8.89,0.07,11.25,0.06
587731522273542412,4,9.61,0.02,9.0,0.06,10.82,0.11
587731522275049697,2,9.23,0.02,8.68,0.12,10.15,0.1
587731522278588472,4,9.03,0.09,8.45,0.09,10.26,0.12
587731872847364546,2,9.89,0.05,9.53,0.06,10.43,0.1
587731186205065344,3,9.69,0.02,9.48,0.05,10.66,0.11
587731186205786214,5+,9.33,0.02,8.79,0.08,10.58,0.1
587731186745475231,4,9.73,0.02,8.95,0.07,11.01,0.08
587731187275923677,3,9.79,0.02,10.26,0.05,10.96,0.1
587731513679085646,2,9.36,0.02,9.01,0.08,10.96,0.08
587731187814563977,2,9.66,0.02,8.88,0.05,10.27,0.1
587731499189207144,3,9.52,0.02,9.3,0.06,10.7,0.09
587731499189207153,5+,9.73,0.02,9.0,0.07,11.2,0.07
587731499189272666,2,9.01,0.02,9.82,0.05,10.82,0.09
587731499723194480,2,9.49,0.04,8.7,0.05,10.07,0.12
587731499726733485,2,9.19,0.07,9.22,0.06,10.39,0.08
587731500259672183,2,9.16,0.16,8.64,0.11,10.34,0.13
587731500263669896,3,9.47,0.09,8.79,0.08,11.04,0.08
587731520670138486,2,9.9,0.04,9.32,0.05,10.24,0.1
587731520671187078,5+,9.83,0.02,9.43,0.05,10.23,0.1
587731520671776948,2,9.43,0.09,8.79,0.1,10.88,0.08
587731521745322161,2,9.26,0.17,8.93,0.08,11.07,0.08
587731681193754794,4,9.67,0.06,9.35,0.06,10.44,0.09
587731522281472088,2,9.22,0.05,8.87,0.06,10.01,0.09
587731522282258436,5+,9.67,0.04,8.95,0.05,10.79,0.11
587731522821030035,2,9.42,0.03,9.2,0.05,10.35,0.09
587731679579799844,2,9.39,0.05,8.88,0.07,10.32,0.1
587731680116473902,2,10.06,0.03,9.9,0.05,10.19,0.08
587731512621531286,2,9.41,0.02,9.07,0.06,10.48,0.09
587731513685115039,2,8.75,0.03,8.49,0.13,10.03,0.1
587731513685377197,3,9.39,0.02,9.28,0.05,10.97,0.09
587731513694355564,4,9.63,0.02,9.1,0.05,10.25,0.1
587731514222510237,3,9.76,0.02,9.29,0.05,10.21,0.1
587731514226835568,2,9.48,0.02,9.47,0.05,10.46,0.09
587731868018409493,4,9.05,0.06,8.9,0.05,10.31,0.08
587731868560982200,3,9.85,0.03,9.67,0.05,10.75,0.09
587731868561637448,4,9.69,0.05,9.83,0.05,10.16,0.1
587731869088088277,2,9.34,0.11,9.22,0.06,10.82,0.1
587731869091102921,5+,9.53,0.07,8.8,0.08,10.14,0.09
587731869626466431,2,9.68,0.05,9.38,0.05,10.38,0.08
587731869632036957,3,9.55,0.05,9.41,0.05,10.29,0.09
587731870172250231,1,9.22,0.07,8.42,0.11,10.01,0.1
587731498648076393,3,9.22,0.09,8.66,0.09,10.57,0.09
587731870705319981,3,9.52,0.03,9.29,0.05,10.47,0.09
587731870708662395,2,8.87,0.14,9.16,0.07,10.63,0.09
587731870709121125,2,9.26,0.05,8.76,0.06,10.23,0.1
587731681186676863,2,9.71,0.08,9.47,0.05,10.74,0.09
587731522813034557,2,8.99,0.03,9.07,0.05,10.42,0.09
587731872849265015,5+,9.73,0.06,9.11,0.06,10.63,0.09
587731872849461261,1,10.18,0.04,10.27,0.05,11.1,0.08
587732049477238932,3,9.55,0.03,9.32,0.05,10.48,0.09
587731873923530987,5+,9.32,0.02,9.02,0.06,11.03,0.08
587728905023783343,2,9.73,0.02,9.29,0.05,11.14,0.09
587731874460926296,4,9.26,0.02,8.72,0.07,10.22,0.1
587731874461188154,5+,9.45,0.06,10.36,0.05,11.05,0.11
587728930798961022,2,9.3,0.02,8.7,0.09,10.13,0.1
587731681189036307,5+,9.45,0.05,9.22,0.06,11.15,0.08
587731681191395586,2,9.15,0.06,9.45,0.05,10.43,0.09
587731522815983870,5+,9.48,0.05,8.88,0.05,10.85,0.11
587731872851952007,2,9.12,0.05,9.09,0.06,10.0,0.08
587731885736722569,1,9.62,0.05,8.88,0.09,10.99,0.09
587731885737377865,3,9.59,0.07,9.04,0.06,10.53,0.13
587731885737378126,2,9.2,0.13,8.88,0.06,10.58,0.1
587731885737902300,2,9.41,0.07,8.59,0.07,10.26,0.11
587731885738557640,3,9.53,0.04,9.4,0.05,10.11,0.08
587731886808105274,2,9.27,0.02,9.26,0.05,10.36,0.09
587731887345238345,2,9.22,0.02,8.74,0.08,10.22,0.09
587731887348514923,2,9.17,0.05,8.49,0.06,10.71,0.06
587731887885189347,4,9.69,0.03,9.16,0.06,10.22,0.1
587731887888990352,2,9.42,0.08,8.65,0.09,10.23,0.09
587731889501634624,5+,9.48,0.02,9.04,0.05,10.77,0.08
587732048950526060,2,10.01,0.06,9.12,0.06,10.12,0.11
587731890038571116,5+,9.66,0.02,8.99,0.06,10.51,0.09
587731891113033908,4,9.48,0.05,8.93,0.07,10.06,0.08
587735697516003429,2,8.93,0.1,9.6,0.05,10.74,0.09
587731891652067429,2,9.49,0.03,8.75,0.06,10.0,0.09
587731891652198524,2,8.93,0.18,8.46,0.09,10.7,0.08
587731892186644577,2,9.43,0.02,9.16,0.06,10.24,0.09
587731892188610709,5+,9.6,0.08,9.14,0.07,10.65,0.09
587732471999889607,4,9.49,0.03,9.1,0.05,10.23,0.09
587732154177683565,3,9.47,0.09,8.94,0.08,10.65,0.09
587732484887478357,5+,9.34,0.03,8.88,0.05,10.15,0.11
588013381660835986,2,9.3,0.05,9.33,0.06,10.38,0.09
588013381669290155,2,9.27,0.08,9.23,0.06,10.26,0.1
588013382190039133,4,9.59,0.02,9.24,0.05,10.44,0.09
588013382194036787,2,9.43,0.02,8.55,0.08,10.62,0.07
588013382201245790,4,9.52,0.03,9.27,0.05,10.78,0.1
588013382201704529,2,8.94,0.13,8.27,0.11,10.92,0.06
588013382203015171,2,9.79,0.03,9.41,0.05,10.61,0.09
588013382203277516,2,9.14,0.04,8.6,0.06,10.65,0.09
588013382207144024,5+,9.65,0.05,9.15,0.06,10.55,0.09
588013382207995985,2,9.49,0.06,8.85,0.07,10.21,0.1
588013382726975796,2,9.61,0.03,9.18,0.06,10.93,0.09
588013382736609445,3,9.47,0.06,9.17,0.06,10.38,0.1
588013382738837525,2,9.54,0.04,8.63,0.05,10.24,0.12
588013383263518729,2,9.95,0.03,9.38,0.05,10.76,0.11
588013383273808045,4,9.37,0.06,9.49,0.05,10.21,0.08
588013383277281402,3,9.52,0.05,8.99,0.06,10.48,0.1
588013383277347019,2,9.18,0.08,9.77,0.05,10.53,0.09
588013383795540196,3,9.5,0.02,9.1,0.06,10.19,0.09
588013383803142229,2,9.8,0.02,9.59,0.04,10.71,0.1
588013383805829157,5+,8.78,0.08,9.81,0.05,10.4,0.09
588013383811924105,3,9.58,0.04,9.74,0.05,10.4,0.09
588013383814938720,2,9.37,0.08,8.88,0.08,10.52,0.09
588013383818346641,5+,9.22,0.04,8.46,0.06,10.1,0.11
587731679574950133,2,9.43,0.02,9.18,0.06,10.67,0.09
587731520662536263,5+,9.87,0.02,9.4,0.05,11.1,0.1
587731679042404456,2,9.52,0.03,9.62,0.05,10.04,0.07
588013384348401762,3,9.13,0.05,8.74,0.06,10.4,0.1
588013384354758821,4,9.57,0.05,9.06,0.07,10.15,0.1
588013384355217569,2,9.49,0.08,9.1,0.06,10.16,0.09
588013384355282973,2,9.67,0.04,9.47,0.05,10.1,0.09
587731912036712525,2,9.43,0.04,9.86,0.05,10.51,0.1
587731912037433507,5+,9.42,0.21,8.68,0.11,11.04,0.07
587731912573124869,5+,9.58,0.03,8.86,0.05,10.33,0.12
587731500258033698,2,9.83,0.04,9.87,0.05,10.71,0.09
587731500258361486,2,9.31,0.11,8.64,0.13,10.3,0.12
587731500258623610,5+,9.57,0.04,8.97,0.06,10.26,0.13
587731913109536807,2,9.55,0.04,9.44,0.06,10.93,0.09
587731501331251237,4,9.63,0.04,8.92,0.06,10.34,0.09
587731501332103263,1,9.9,0.04,9.5,0.05,10.81,0.08
587732048404807729,1,9.83,0.08,10.79,0.05,10.92,0.06
587732048411426950,2,9.88,0.04,9.26,0.06,10.55,0.09
587732048943055095,2,9.45,0.06,9.0,0.09,10.14,0.09
587732048945152104,2,9.07,0.08,8.33,0.09,10.29,0.13
587732049479336137,3,9.4,0.09,9.03,0.07,10.16,0.1
587732049480384538,2,9.36,0.07,9.09,0.06,10.59,0.09
587732049485758563,2,9.43,0.07,9.26,0.06,10.71,0.09
587732049485889605,2,9.14,0.1,8.54,0.1,10.59,0.09
587732050014830668,1,9.47,0.04,9.53,0.05,10.72,0.09
587732050018107546,2,9.78,0.05,9.27,0.06,10.71,0.09
587732050019483657,2,8.77,0.09,8.73,0.06,10.81,0.11
587732050024595525,4,9.61,0.04,9.1,0.07,11.32,0.05
587732050553602184,2,9.61,0.09,9.23,0.06,10.55,0.1
587732050557730827,3,9.84,0.03,9.32,0.05,10.43,0.11
587732050557927478,3,9.85,0.02,9.23,0.06,10.12,0.09
587732051098927144,2,9.01,0.02,9.59,0.05,10.76,0.1
587731892184613126,2,9.03,0.02,8.82,0.08,10.37,0.08
587731892184875075,2,9.74,0.02,9.52,0.05,10.38,0.08
587732052708950239,5+,9.45,0.06,8.95,0.07,10.2,0.1
587732052710588498,3,9.6,0.06,9.09,0.06,10.11,0.1
587732054309404904,2,8.96,0.06,8.94,0.04,10.8,0.1
587732054310912435,2,8.99,0.04,9.56,0.06,10.61,0.11
587732054318776588,2,9.15,0.04,8.79,0.05,10.39,0.09
587732054319562824,2,9.48,0.06,8.9,0.08,10.02,0.08
587732054853812308,2,9.54,0.1,8.99,0.08,11.0,0.07
587732054853943533,4,9.87,0.04,9.2,0.06,10.61,0.13
587732134306644085,2,9.53,0.06,9.01,0.05,10.44,0.1
587732134308610121,5+,9.26,0.03,8.94,0.05,10.75,0.13
587732134311624747,5+,9.33,0.04,8.53,0.05,10.9,0.08
587732134839713797,3,9.2,0.04,8.59,0.07,10.28,0.12
587732134841352309,1,9.26,0.08,9.09,0.07,10.2,0.09
587732134842925214,2,9.2,0.08,9.36,0.05,11.05,0.09
587732134848364702,2,9.37,0.02,8.88,0.09,10.48,0.09
587732134848888967,3,9.17,0.07,9.03,0.05,10.46,0.09
587732135375798401,3,9.14,0.03,8.47,0.07,10.14,0.1
587732135379796078,5+,9.04,0.06,8.49,0.07,10.45,0.09
587732135382483119,2,9.51,0.11,9.26,0.06,10.99,0.1
587732135386021977,2,9.54,0.02,9.39,0.05,10.65,0.08
587732135386939518,2,9.29,0.07,8.76,0.09,10.19,0.1
587732135919288466,5+,9.65,0.06,8.82,0.08,10.07,0.11
587732135919878277,3,9.28,0.17,9.28,0.06,11.02,0.08
587732135920533651,3,9.62,0.07,9.21,0.06,11.13,0.09
587732135922696393,2,9.68,0.08,9.27,0.06,10.81,0.09
587732136449867882,3,8.83,0.15,8.8,0.06,10.54,0.08
587732136456749130,1,9.36,0.1,9.3,0.06,10.93,0.1
587732136459567234,2,9.33,0.06,8.79,0.08,10.02,0.1
587732136987394089,1,9.15,0.05,8.73,0.06,10.83,0.08
587732136989229161,2,9.4,0.06,8.62,0.09,10.12,0.1
587733079195189342,2,9.29,0.11,8.92,0.07,10.7,0.09
587733079195254946,4,9.24,0.06,9.25,0.06,11.08,0.07
587732136996765809,5+,9.59,0.08,9.24,0.06,11.15,0.1
587732156315861360,2,9.37,0.06,9.34,0.06,10.62,0.08
587732156852732408,2,9.26,0.04,8.94,0.06,10.6,0.09
587732157390717243,2,9.45,0.02,8.84,0.07,10.36,0.1
587732469848932601,1,9.67,0.02,9.41,0.05,10.31,0.1
587732470919856500,2,9.45,0.02,9.46,0.06,10.68,0.09
587732470919856513,5+,9.3,0.02,9.41,0.05,10.46,0.08
587732470924312748,2,9.47,0.09,9.08,0.08,10.34,0.09
587732483806593202,2,9.17,0.15,8.78,0.12,10.52,0.11
587732482193752220,3,9.38,0.04,9.01,0.06,10.01,0.09
587732482198208686,1,9.05,0.02,8.71,0.07,10.26,0.08
587732482204106918,5+,9.65,0.06,9.05,0.07,10.73,0.1
587732482204565622,2,9.3,0.1,8.71,0.13,10.13,0.09
587732482205220899,4,9.46,0.07,9.3,0.06,10.4,0.09
